"Title","Artist","Rank","Chart Date","Imprint"
"East Side Rendezvous","Frost",30,"1995-12-02","Ruthless"
"Sexual Playground","Father M.C.",49,"1995-12-02","Spoiled Brat"
"Cell Therapy","Goodie Mob",2,"1995-12-09","LaFace"
"Liquid Swords","Genius/GZA",18,"1995-12-09","Geffen"
"East Side Rendezvous","Frost",33,"1995-12-09","Ruthless"
"Cell Therapy","Goodie Mob",3,"1995-12-16","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",14,"1995-12-16","Geffen"
"Liquid Swords","Genius/GZA",21,"1995-12-16","Geffen"
"East Side Rendezvous","Frost",38,"1995-12-16","Ruthless"
"Cell Therapy","Goodie Mob",3,"1995-12-23","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",12,"1995-12-23","Geffen"
"Liquid Swords","Genius/GZA",30,"1995-12-23","Geffen"
"East Side Rendezvous","Frost",34,"1995-12-23","Ruthless"
"Sexual Playground","Father M.C.",49,"1995-12-23","Spoiled Brat"
"Cell Therapy","Goodie Mob",3,"1995-12-30","LaFace"
"Fu-Gee-La","Fugees",7,"1995-12-30","Ruffhouse"
"Cold World","Genius/GZA Featuring Inspektah Deck",11,"1995-12-30","Geffen"
"Liquid Swords","Genius/GZA",34,"1995-12-30","Geffen"
"East Side Rendezvous","Frost",44,"1995-12-30","Ruthless"
"Cell Therapy","Goodie Mob",3,"1996-01-06","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",15,"1996-01-06","Geffen"
"Fu-Gee-La","Fugees",21,"1996-01-06","Ruffhouse"
"Liquid Swords","Genius/GZA",35,"1996-01-06","Geffen"
"East Side Rendezvous","Frost",43,"1996-01-06","Ruthless"
"Cell Therapy","Goodie Mob",3,"1996-01-13","LaFace"
"Fu-Gee-La","Fugees",11,"1996-01-13","Ruffhouse"
"Cold World","Genius/GZA Featuring Inspektah Deck",21,"1996-01-13","Geffen"
"Liquid Swords","Genius/GZA",35,"1996-01-13","Geffen"
"East Side Rendezvous","Frost",45,"1996-01-13","Ruthless"
"Cell Therapy","Goodie Mob",3,"1996-01-20","LaFace"
"Fu-Gee-La","Fugees",8,"1996-01-20","Ruffhouse"
"Cold World","Genius/GZA Featuring Inspektah Deck",23,"1996-01-20","Geffen"
"East Side Rendezvous","Frost",39,"1996-01-20","Ruthless"
"Liquid Swords","Genius/GZA",40,"1996-01-20","Geffen"
"Fu-Gee-La","Fugees",3,"1996-01-27","Ruffhouse"
"Cell Therapy","Goodie Mob",4,"1996-01-27","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",23,"1996-01-27","Geffen"
"Liquid Swords","Genius/GZA",39,"1996-01-27","Geffen"
"East Side Rendezvous","Frost",49,"1996-01-27","Ruthless"
"Fu-Gee-La","Fugees",2,"1996-02-03","Ruffhouse"
"Cell Therapy","Goodie Mob",4,"1996-02-03","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",26,"1996-02-03","Geffen"
"Liquid Swords","Genius/GZA",44,"1996-02-03","Geffen"
"East Side Rendezvous","Frost",47,"1996-02-03","Ruthless"
"Safe Sex, No Freaks","Funkmaster Flex & The Ghetto Celebs",50,"1996-02-03","Wreck"
"Fu-Gee-La","Fugees",2,"1996-02-10","Ruffhouse"
"Cell Therapy","Goodie Mob",5,"1996-02-10","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",23,"1996-02-10","Geffen"
"Fu-Gee-La","Fugees",2,"1996-02-17","Ruffhouse"
"Cell Therapy","Goodie Mob",7,"1996-02-17","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",16,"1996-02-17","Geffen"
"Fu-Gee-La","Fugees",3,"1996-02-24","Ruffhouse"
"Cell Therapy","Goodie Mob",5,"1996-02-24","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",9,"1996-02-24","Geffen"
"Fu-Gee-La","Fugees",3,"1996-03-02","Ruffhouse"
"Cell Therapy","Goodie Mob",6,"1996-03-02","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",8,"1996-03-02","Geffen"
"Click","G-Shorties",49,"1996-03-02","Stress"
"Fu-Gee-La","Fugees",3,"1996-03-09","Ruffhouse"
"Cell Therapy","Goodie Mob",9,"1996-03-09","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",14,"1996-03-09","Geffen"
"Soul Food","Goodie Mob",23,"1996-03-09","LaFace"
"La Familia","Frost",39,"1996-03-09","Ruthless"
"Click","G-Shorties",44,"1996-03-09","Stress"
"Fu-Gee-La","Fugees",4,"1996-03-16","Ruffhouse"
"Cell Therapy","Goodie Mob",12,"1996-03-16","LaFace"
"Soul Food","Goodie Mob",14,"1996-03-16","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",21,"1996-03-16","Geffen"
"Click","G-Shorties",45,"1996-03-16","Stress"
"La Familia","Frost",46,"1996-03-16","Ruthless"
"Fu-Gee-La","Fugees",4,"1996-03-23","Ruffhouse"
"Soul Food","Goodie Mob",14,"1996-03-23","LaFace"
"Cell Therapy","Goodie Mob",16,"1996-03-23","LaFace"
"Shadowboxin'","Genius/GZA Featuring Method Man",28,"1996-03-23","Geffen"
"Cold World","Genius/GZA Featuring Inspektah Deck",33,"1996-03-23","Geffen"
"Click","G-Shorties",47,"1996-03-23","Stress"
"Fu-Gee-La","Fugees",4,"1996-03-30","Ruffhouse"
"Soul Food","Goodie Mob",11,"1996-03-30","LaFace"
"Shadowboxin'","Genius/GZA Featuring Method Man",19,"1996-03-30","Geffen"
"Cell Therapy","Goodie Mob",25,"1996-03-30","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",34,"1996-03-30","Geffen"
"La Familia","Frost",46,"1996-03-30","Ruthless"
"Fu-Gee-La","Fugees",5,"1996-04-06","Ruffhouse"
"Soul Food","Goodie Mob",11,"1996-04-06","LaFace"
"Shadowboxin'","Genius/GZA Featuring Method Man",14,"1996-04-06","Geffen"
"Cell Therapy","Goodie Mob",28,"1996-04-06","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",41,"1996-04-06","Geffen"
"Fu-Gee-La","Fugees",7,"1996-04-13","Ruffhouse"
"Shadowboxin'","Genius/GZA Featuring Method Man",10,"1996-04-13","Geffen"
"Soul Food","Goodie Mob",12,"1996-04-13","LaFace"
"Cell Therapy","Goodie Mob",31,"1996-04-13","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",46,"1996-04-13","Geffen"
"Fu-Gee-La","Fugees",8,"1996-04-20","Ruffhouse"
"Soul Food","Goodie Mob",10,"1996-04-20","LaFace"
"Shadowboxin'","Genius/GZA Featuring Method Man",12,"1996-04-20","Geffen"
"Cell Therapy","Goodie Mob",34,"1996-04-20","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",48,"1996-04-20","Geffen"
"Soul Food","Goodie Mob",7,"1996-04-27","LaFace"
"Fu-Gee-La","Fugees",11,"1996-04-27","Ruffhouse"
"Shadowboxin'","Genius/GZA Featuring Method Man",14,"1996-04-27","Geffen"
"Cell Therapy","Goodie Mob",39,"1996-04-27","LaFace"
"Cold World","Genius/GZA Featuring Inspektah Deck",46,"1996-04-27","Geffen"
"Soul Food","Goodie Mob",9,"1996-05-04","LaFace"
"Fu-Gee-La","Fugees",13,"1996-05-04","Ruffhouse"
"Shadowboxin'","Genius/GZA Featuring Method Man",15,"1996-05-04","Geffen"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",16,"1996-05-04","Rap-A-Lot"
"Cell Therapy","Goodie Mob",44,"1996-05-04","LaFace"
"Soul Food","Goodie Mob",11,"1996-05-11","LaFace"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",13,"1996-05-11","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",15,"1996-05-11","Geffen"
"Fu-Gee-La","Fugees",16,"1996-05-11","Ruffhouse"
"Cell Therapy","Goodie Mob",46,"1996-05-11","LaFace"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",12,"1996-05-18","Rap-A-Lot"
"Soul Food","Goodie Mob",15,"1996-05-18","LaFace"
"Shadowboxin'","Genius/GZA Featuring Method Man",17,"1996-05-18","Geffen"
"Fu-Gee-La","Fugees",20,"1996-05-18","Ruffhouse"
"Cell Therapy","Goodie Mob",49,"1996-05-18","LaFace"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",12,"1996-05-25","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",15,"1996-05-25","Geffen"
"Soul Food","Goodie Mob",18,"1996-05-25","LaFace"
"Fu-Gee-La","Fugees",19,"1996-05-25","Ruffhouse"
"You And You And You","Frankie Cutlass",45,"1996-05-25","Violator"
"Cell Therapy","Goodie Mob",50,"1996-05-25","LaFace"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",12,"1996-06-01","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",16,"1996-06-01","Geffen"
"Soul Food","Goodie Mob",19,"1996-06-01","LaFace"
"Fu-Gee-La","Fugees",24,"1996-06-01","Ruffhouse"
"You And You And You","Frankie Cutlass",33,"1996-06-01","Violator"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",13,"1996-06-08","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",19,"1996-06-08","Geffen"
"Soul Food","Goodie Mob",24,"1996-06-08","LaFace"
"Fu-Gee-La","Fugees",37,"1996-06-08","Ruffhouse"
"You And You And You","Frankie Cutlass",42,"1996-06-08","Violator"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",14,"1996-06-15","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",20,"1996-06-15","Geffen"
"Soul Food","Goodie Mob",33,"1996-06-15","LaFace"
"Fu-Gee-La","Fugees",42,"1996-06-15","Ruffhouse"
"You And You And You","Frankie Cutlass",46,"1996-06-15","Violator"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",17,"1996-06-22","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",22,"1996-06-22","Geffen"
"Soul Food","Goodie Mob",37,"1996-06-22","LaFace"
"Fu-Gee-La","Fugees",46,"1996-06-22","Ruffhouse"
"You And You And You","Frankie Cutlass",50,"1996-06-22","Violator"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",18,"1996-06-29","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",27,"1996-06-29","Geffen"
"Soul Food","Goodie Mob",40,"1996-06-29","LaFace"
"Fu-Gee-La","Fugees",49,"1996-06-29","Ruffhouse"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",27,"1996-07-06","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",30,"1996-07-06","Geffen"
"Soul Food","Goodie Mob",34,"1996-07-06","LaFace"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",30,"1996-07-13","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",34,"1996-07-13","Geffen"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",31,"1996-07-20","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",37,"1996-07-20","Geffen"
"Soul Food","Goodie Mob",44,"1996-07-20","LaFace"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",36,"1996-07-27","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",37,"1996-07-27","Geffen"
"La Raza II","Frost",45,"1996-07-27","Ruthless"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",38,"1996-08-03","Rap-A-Lot"
"Shadowboxin'","Genius/GZA Featuring Method Man",44,"1996-08-03","Geffen"
"La Raza II","Frost",50,"1996-08-03","Ruthless"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",43,"1996-08-10","Rap-A-Lot"
"The World Is A Ghetto (From Original Gangstas)","Geto Boys Featuring Flaj",49,"1996-08-17","Rap-A-Lot"
"Dirty South","Goodie Mob",9,"1996-08-24","LaFace"
"Shadowboxin'","Genius/GZA Featuring Method Man",49,"1996-08-24","Geffen"
"Dirty South","Goodie Mob",8,"1996-08-31","LaFace"
"Dirty South","Goodie Mob",8,"1996-09-07","LaFace"
"Da' Dip","Freak Nasty",45,"1996-09-07","Hard Hood"
"Dirty South","Goodie Mob",8,"1996-09-14","LaFace"
"Dirty South","Goodie Mob",9,"1996-09-21","LaFace"
"Dirty South","Goodie Mob",11,"1996-09-28","LaFace"
"Dirty South","Goodie Mob",18,"1996-10-05","LaFace"
"Dirty South","Goodie Mob",16,"1996-10-12","LaFace"
"Da' Dip","Freak Nasty",48,"1996-10-12","Hard Hood"
"Dirty South","Goodie Mob",16,"1996-10-19","LaFace"
"Da' Dip","Freak Nasty",42,"1996-10-19","Hard Hood"
"Dirty South","Goodie Mob",18,"1996-10-26","LaFace"
"Da' Dip","Freak Nasty",31,"1996-10-26","Hard Hood"
"Da' Dip","Freak Nasty",18,"1996-11-02","Hard Hood"
"Dirty South","Goodie Mob",24,"1996-11-02","LaFace"
"Da' Dip","Freak Nasty",12,"1996-11-09","Hard Hood"
"Dirty South","Goodie Mob",21,"1996-11-09","LaFace"
"Da' Dip","Freak Nasty",20,"1996-11-16","Hard Hood"
"Dirty South","Goodie Mob",25,"1996-11-16","LaFace"
"Lifestyles","Foe",39,"1996-11-16","Black Market"
"Da' Dip","Freak Nasty",18,"1996-11-23","Hard Hood"
"Dirty South","Goodie Mob",21,"1996-11-23","LaFace"
"Lifestyles","Foe",48,"1996-11-23","Black Market"
"Da' Dip","Freak Nasty",22,"1996-11-30","Hard Hood"
"Dirty South","Goodie Mob",32,"1996-11-30","LaFace"
"Ruff Ride/Ruff Rida","Fraze",47,"1996-11-30","Before Dawn"
"Da' Dip","Freak Nasty",14,"1996-12-07","Hard Hood"
"Dirty South","Goodie Mob",37,"1996-12-07","LaFace"
"Ruff Ride/Ruff Rida","Fraze",48,"1996-12-07","Before Dawn"
"Dirty South","Goodie Mob",14,"1996-12-14","LaFace"
"Da' Dip","Freak Nasty",15,"1996-12-14","Hard Hood"
"Ruff Ride/Ruff Rida","Fraze",28,"1996-12-14","Before Dawn"
"Da' Dip","Freak Nasty",12,"1996-12-21","Hard Hood"
"Ruff Ride/Ruff Rida","Fraze",30,"1996-12-21","Before Dawn"
"Dirty South","Goodie Mob",43,"1996-12-21","LaFace"
"Da' Dip","Freak Nasty",16,"1996-12-28","Hard Hood"
"Sex","Grav",29,"1996-12-28","Correct"
"Ruff Ride/Ruff Rida","Fraze",31,"1996-12-28","Before Dawn"
"Dirty South","Goodie Mob",40,"1996-12-28","LaFace"
"Da' Dip","Freak Nasty",12,"1997-01-04","Hard Hood"
"Ruff Ride/Ruff Rida","Fraze",33,"1997-01-04","Before Dawn"
"Dirty South","Goodie Mob",37,"1997-01-04","LaFace"
"Sex","Grav",48,"1997-01-04","Correct"
"Da' Dip","Freak Nasty",12,"1997-01-11","Hard Hood"
"Ruff Ride/Ruff Rida","Fraze",35,"1997-01-11","Before Dawn"
"Dirty South","Goodie Mob",40,"1997-01-11","LaFace"
"Da' Dip","Freak Nasty",10,"1997-01-18","Hard Hood"
"Dirty South","Goodie Mob",32,"1997-01-18","LaFace"
"Ruff Ride/Ruff Rida","Fraze",38,"1997-01-18","Before Dawn"
"Sex","Grav",39,"1997-01-18","Correct"
"Da' Dip","Freak Nasty",10,"1997-01-25","Hard Hood"
"Ruff Ride/Ruff Rida","Fraze",36,"1997-01-25","Before Dawn"
"Da' Dip","Freak Nasty",6,"1997-02-01","Hard Hood"
"Ruff Ride/Ruff Rida","Fraze",30,"1997-02-01","Before Dawn"
"Dirty South","Goodie Mob",44,"1997-02-01","LaFace"
"Da' Dip","Freak Nasty",7,"1997-02-08","Hard Hood"
"Ruff Ride/Ruff Rida","Fraze",30,"1997-02-08","Before Dawn"
"Dirty South","Goodie Mob",43,"1997-02-08","LaFace"
"Da' Dip","Freak Nasty",8,"1997-02-15","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",15,"1997-02-15","Violator"
"Ruff Ride/Ruff Rida","Fraze",30,"1997-02-15","Before Dawn"
"Da' Dip","Freak Nasty",10,"1997-02-22","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",20,"1997-02-22","Violator"
"Ruff Ride/Ruff Rida","Fraze",36,"1997-02-22","Before Dawn"
"Da' Dip","Freak Nasty",7,"1997-03-01","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",25,"1997-03-01","Violator"
"Ruff Ride/Ruff Rida","Fraze",31,"1997-03-01","Before Dawn"
"Da' Dip","Freak Nasty",6,"1997-03-08","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",29,"1997-03-08","Violator"
"Ruff Ride/Ruff Rida","Fraze",41,"1997-03-08","Before Dawn"
"Da' Dip","Freak Nasty",5,"1997-03-15","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",16,"1997-03-15","Violator"
"Ruff Ride/Ruff Rida","Fraze",32,"1997-03-15","Before Dawn"
"I'll Be","Foxy Brown Featuring Jay-Z",2,"1997-03-22","Violator"
"Da' Dip","Freak Nasty",7,"1997-03-22","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",24,"1997-03-22","Violator"
"Ruff Ride/Ruff Rida","Fraze",29,"1997-03-22","Before Dawn"
"I'll Be","Foxy Brown Featuring Jay-Z",2,"1997-03-29","Violator"
"Da' Dip","Freak Nasty",8,"1997-03-29","Hard Hood"
"Ruff Ride/Ruff Rida","Fraze",26,"1997-03-29","Before Dawn"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",32,"1997-03-29","Violator"
"I'll Be","Foxy Brown Featuring Jay-Z",2,"1997-04-05","Violator"
"Da' Dip","Freak Nasty",8,"1997-04-05","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",29,"1997-04-05","Violator"
"Ruff Ride/Ruff Rida","Fraze",34,"1997-04-05","Before Dawn"
"I'll Be","Foxy Brown Featuring Jay-Z",2,"1997-04-12","Violator"
"Da' Dip","Freak Nasty",9,"1997-04-12","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",26,"1997-04-12","Violator"
"Ruff Ride/Ruff Rida","Fraze",42,"1997-04-12","Before Dawn"
"I'll Be","Foxy Brown Featuring Jay-Z",2,"1997-04-19","Violator"
"Da' Dip","Freak Nasty",12,"1997-04-19","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",28,"1997-04-19","Violator"
"Ruff Ride/Ruff Rida","Fraze",43,"1997-04-19","Before Dawn"
"I'll Be","Foxy Brown Featuring Jay-Z",4,"1997-04-26","Violator"
"Da' Dip","Freak Nasty",13,"1997-04-26","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",30,"1997-04-26","Violator"
"Ruff Ride/Ruff Rida","Fraze",47,"1997-04-26","Before Dawn"
"I'll Be","Foxy Brown Featuring Jay-Z",4,"1997-05-03","Violator"
"Da' Dip","Freak Nasty",10,"1997-05-03","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",28,"1997-05-03","Violator"
"I'll Be","Foxy Brown Featuring Jay-Z",4,"1997-05-10","Violator"
"Da' Dip","Freak Nasty",8,"1997-05-10","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",37,"1997-05-10","Violator"
"I'll Be","Foxy Brown Featuring Jay-Z",4,"1997-05-17","Violator"
"Da' Dip","Freak Nasty",6,"1997-05-17","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",37,"1997-05-17","Violator"
"I'll Be","Foxy Brown Featuring Jay-Z",4,"1997-05-24","Violator"
"Da' Dip","Freak Nasty",5,"1997-05-24","Hard Hood"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",43,"1997-05-24","Violator"
"Da' Dip","Freak Nasty",4,"1997-05-31","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",5,"1997-05-31","Violator"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",44,"1997-05-31","Violator"
"What's Your Name (Time Of The Season)","Frost",49,"1997-05-31","Ruthless"
"Da' Dip","Freak Nasty",4,"1997-06-07","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",7,"1997-06-07","Violator"
"The Cypher: Part 3","Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",42,"1997-06-07","Violator"
"What's Your Name (Time Of The Season)","Frost",43,"1997-06-07","Ruthless"
"Da' Dip","Freak Nasty",6,"1997-06-14","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",10,"1997-06-14","Violator"
"What's Your Name (Time Of The Season)","Frost",48,"1997-06-14","Ruthless"
"Da' Dip","Freak Nasty",7,"1997-06-21","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",17,"1997-06-21","Violator"
"Da' Dip","Freak Nasty",8,"1997-06-28","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",22,"1997-06-28","Violator"
"What's Your Name (Time Of The Season)","Frost",43,"1997-06-28","Ruthless"
"Da' Dip","Freak Nasty",8,"1997-07-05","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",24,"1997-07-05","Violator"
"What's Your Name (Time Of The Season)","Frost",35,"1997-07-05","Ruthless"
"Da' Dip","Freak Nasty",7,"1997-07-12","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",23,"1997-07-12","Violator"
"What's Your Name (Time Of The Season)","Frost",32,"1997-07-12","Ruthless"
"Da' Dip","Freak Nasty",9,"1997-07-19","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",21,"1997-07-19","Violator"
"Da' Dip","Freak Nasty",12,"1997-07-26","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",24,"1997-07-26","Violator"
"What's Your Name (Time Of The Season)","Frost",50,"1997-07-26","Ruthless"
"Da' Dip","Freak Nasty",14,"1997-08-02","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",22,"1997-08-02","Violator"
"Da' Dip","Freak Nasty",15,"1997-08-09","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",26,"1997-08-09","Violator"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",28,"1997-08-09","Violator"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",9,"1997-08-16","Violator"
"Da' Dip","Freak Nasty",14,"1997-08-16","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",24,"1997-08-16","Violator"
"Down Low","Freak Nasty",44,"1997-08-16","Hard Hood"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",9,"1997-08-23","Violator"
"Da' Dip","Freak Nasty",17,"1997-08-23","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",24,"1997-08-23","Violator"
"Down Low","Freak Nasty",43,"1997-08-23","Hard Hood"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",12,"1997-08-30","Violator"
"Da' Dip","Freak Nasty",22,"1997-08-30","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",24,"1997-08-30","Violator"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",18,"1997-09-06","Violator"
"Da' Dip","Freak Nasty",23,"1997-09-06","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",27,"1997-09-06","Violator"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",17,"1997-09-13","Violator"
"Da' Dip","Freak Nasty",27,"1997-09-13","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",40,"1997-09-13","Violator"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",25,"1997-09-20","Violator"
"Da' Dip","Freak Nasty",33,"1997-09-20","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",38,"1997-09-20","Violator"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",33,"1997-09-27","Violator"
"Da' Dip","Freak Nasty",36,"1997-09-27","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",39,"1997-09-27","Violator"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",37,"1997-10-04","Violator"
"Da' Dip","Freak Nasty",46,"1997-10-04","Hard Hood"
"I'll Be","Foxy Brown Featuring Jay-Z",48,"1997-10-04","Violator"
"Da' Dip","Freak Nasty",40,"1997-10-11","Hard Hood"
"Big Bad Mamma (From Def Jam's How To Be A Player)","Foxy Brown Featuring Dru Hill",43,"1997-10-11","Violator"
"Party People","GP Wu",45,"1997-10-11","MCA"
"Party People","GP Wu",43,"1997-10-18","MCA"
"Da' Dip","Freak Nasty",45,"1997-10-18","Hard Hood"
